Area,Variable Name,Year,Value
Italy,Total population with access to safe drinking-water (JMP) (%),1997,100
Italy,Urban population with access to safe drinking-water (JMP) (%),1997,100
Italy,GDP per capita (current US$/inhab),2002,21984.97149
Italy,"Agriculture, value added (% GDP) (%)",2002,2.371382
Italy,Human Development Index (HDI) [highest = 1] (-),2002,0.842
Italy,Agricultural water withdrawal as % of total water withdrawal (%),2002,42.82922286
Italy,Total population with access to safe drinking-water (JMP) (%),2002,100
Italy,Urban population with access to safe drinking-water (JMP) (%),2002,100
Italy,GDP per capita (current US$/inhab),2007,37262.65998
Italy,"Agriculture, value added (% GDP) (%)",2007,1.896287
Italy,Human Development Index (HDI) [highest = 1] (-),2007,0.866
Italy,Agricultural water withdrawal as % of total water withdrawal (%),2007,38.3646762
Italy,Total population with access to safe drinking-water (JMP) (%),2007,100
Italy,Urban population with access to safe drinking-water (JMP) (%),2007,100
Italy,GDP per capita (current US$/inhab),2012,34939.61282
Italy,"Agriculture, value added (% GDP) (%)",2012,1.970753
Italy,Human Development Index (HDI) [highest = 1] (-),2012,0.874
Italy,Agricultural water withdrawal as % of total water withdrawal (%),2012,47.80704523
Italy,Total population with access to safe drinking-water (JMP) (%),2012,100
Italy,Urban population with access to safe drinking-water (JMP) (%),2012,100
Italy,GDP per capita (current US$/inhab),2017,33049.35427
Italy,"Agriculture, value added (% GDP) (%)",2017,1.964175
Italy,Human Development Index (HDI) [highest = 1] (-),2017,0.881
Italy,Agricultural water withdrawal as % of total water withdrawal (%),2017,49.72504973
Italy,Total population with access to safe drinking-water (JMP) (%),2017,100
Italy,Urban population with access to safe drinking-water (JMP) (%),2017,100
Italy,GDP per capita (current US$/inhab),1972,2674.044383
Italy,"Agriculture, value added (% GDP) (%)",1972,7.042711
Italy,Agricultural water withdrawal as % of total water withdrawal (%),1972,59.20110398
Italy,GDP per capita (current US$/inhab),1977,4612.538521
Italy,"Agriculture, value added (% GDP) (%)",1977,6.333342
Italy,Agricultural water withdrawal as % of total water withdrawal (%),1977,53.84578066
Italy,GDP per capita (current US$/inhab),1982,7533.262461
Italy,"Agriculture, value added (% GDP) (%)",1982,5.065805
Italy,Agricultural water withdrawal as % of total water withdrawal (%),1982,51.46321321
Italy,GDP per capita (current US$/inhab),1987,14113.92289
Italy,"Agriculture, value added (% GDP) (%)",1987,3.989212
Italy,Agricultural water withdrawal as % of total water withdrawal (%),1987,52.92694603
Jamaica,GDP per capita (current US$/inhab),1992,1712.788175
Jamaica,"Agriculture, value added (% GDP) (%)",1992,7.689658
Jamaica,Human Development Index (HDI) [highest = 1] (-),1992,0.65
Jamaica,Total population with access to safe drinking-water (JMP) (%),1992,93.2
Jamaica,Urban population with access to safe drinking-water (JMP) (%),1992,97.9
Jamaica,GDP per capita (current US$/inhab),1997,3247.237563
Jamaica,"Agriculture, value added (% GDP) (%)",1997,7.633852
Jamaica,Human Development Index (HDI) [highest = 1] (-),1997,0.669
Jamaica,Agricultural water withdrawal as % of total water withdrawal (%),1997,69.37222575
Jamaica,Total population with access to safe drinking-water (JMP) (%),1997,93.4
Jamaica,Urban population with access to safe drinking-water (JMP) (%),1997,97.8
Jamaica,GDP per capita (current US$/inhab),2002,3605.711991
Jamaica,"Agriculture, value added (% GDP) (%)",2002,5.544521
Jamaica,Human Development Index (HDI) [highest = 1] (-),2002,0.683
Jamaica,Agricultural water withdrawal as % of total water withdrawal (%),2002,61.84752182
Jamaica,Total population with access to safe drinking-water (JMP) (%),2002,93.5
Jamaica,Urban population with access to safe drinking-water (JMP) (%),2002,97.7
Jamaica,GDP per capita (current US$/inhab),2007,4611.691572
Jamaica,"Agriculture, value added (% GDP) (%)",2007,4.617494
Jamaica,Human Development Index (HDI) [highest = 1] (-),2007,0.71
Jamaica,Agricultural water withdrawal as % of total water withdrawal (%),2007,44.30769231
Jamaica,Total population with access to safe drinking-water (JMP) (%),2007,93.7
Jamaica,Urban population with access to safe drinking-water (JMP) (%),2007,97.6
Jamaica,GDP per capita (current US$/inhab),2012,5211.875688
Jamaica,"Agriculture, value added (% GDP) (%)",2012,5.77144
Jamaica,Human Development Index (HDI) [highest = 1] (-),2012,0.722
Jamaica,Agricultural water withdrawal as % of total water withdrawal (%),2012,24.08450704
Jamaica,Total population with access to safe drinking-water (JMP) (%),2012,93.8
Jamaica,Urban population with access to safe drinking-water (JMP) (%),2012,97.5
Jamaica,GDP per capita (current US$/inhab),2017,5122.769551
Jamaica,"Agriculture, value added (% GDP) (%)",2017,6.632972
Jamaica,Human Development Index (HDI) [highest = 1] (-),2017,0.725
Jamaica,Agricultural water withdrawal as % of total water withdrawal (%),2017,8.419497784
Jamaica,Total population with access to safe drinking-water (JMP) (%),2017,93.8
Jamaica,Urban population with access to safe drinking-water (JMP) (%),2017,97.5
Jamaica,GDP per capita (current US$/inhab),1972,1195.01374
Jamaica,"Agriculture, value added (% GDP) (%)",1972,6.354501
Jamaica,GDP per capita (current US$/inhab),1977,1937.153973
Jamaica,"Agriculture, value added (% GDP) (%)",1977,7.637123
Jamaica,GDP per capita (current US$/inhab),1982,1827.324114
Jamaica,"Agriculture, value added (% GDP) (%)",1982,6.118201
Jamaica,GDP per capita (current US$/inhab),1987,1580.852879
Jamaica,"Agriculture, value added (% GDP) (%)",1987,6.952787
Japan,GDP per capita (current US$/inhab),1992,31185.27529
Japan,"Agriculture, value added (% GDP) (%)",1992,2.040445
Japan,Human Development Index (HDI) [highest = 1] (-),1992,0.824
Japan,Agricultural water withdrawal as % of total water withdrawal (%),1992,64.11378556
Japan,Total population with access to safe drinking-water (JMP) (%),1992,100
Japan,Urban population with access to safe drinking-water (JMP) (%),1992,100
Japan,GDP per capita (current US$/inhab),1997,34788.35924
Japan,"Agriculture, value added (% GDP) (%)",1997,1.557319
Japan,Human Development Index (HDI) [highest = 1] (-),1997,0.848
Japan,Agricultural water withdrawal as % of total water withdrawal (%),1997,65.15436539
Japan,Total population with access to safe drinking-water (JMP) (%),1997,100
Japan,Urban population with access to safe drinking-water (JMP) (%),1997,100
Japan,GDP per capita (current US$/inhab),2002,32173.81901
Japan,"Agriculture, value added (% GDP) (%)",2002,1.392111
Japan,Human Development Index (HDI) [highest = 1] (-),2002,0.862
Japan,Agricultural water withdrawal as % of total water withdrawal (%),2002,66.21382162
Japan,Total population with access to safe drinking-water (JMP) (%),2002,100
Japan,Urban population with access to safe drinking-water (JMP) (%),2002,100
Japan,GDP per capita (current US$/inhab),2007,35136.80072
Japan,"Agriculture, value added (% GDP) (%)",2007,1.060904
Japan,Human Development Index (HDI) [highest = 1] (-),2007,0.88
Japan,Agricultural water withdrawal as % of total water withdrawal (%),2007,65.67847674
Japan,Total population with access to safe drinking-water (JMP) (%),2007,100
Japan,Urban population with access to safe drinking-water (JMP) (%),2007,100
Japan,GDP per capita (current US$/inhab),2012,48301.7035
Japan,"Agriculture, value added (% GDP) (%)",2012,1.141796
Japan,Human Development Index (HDI) [highest = 1] (-),2012,0.895
Japan,Agricultural water withdrawal as % of total water withdrawal (%),2012,66.82627379
Japan,Total population with access to safe drinking-water (JMP) (%),2012,100
Japan,Urban population with access to safe drinking-water (JMP) (%),2012,100
Japan,GDP per capita (current US$/inhab),2017,38121.90866
Japan,"Agriculture, value added (% GDP) (%)",2017,1.189257
Japan,Human Development Index (HDI) [highest = 1] (-),2017,0.913
Japan,Agricultural water withdrawal as % of total water withdrawal (%),2017,66.82627379
Japan,Total population with access to safe drinking-water (JMP) (%),2017,100
Japan,Urban population with access to safe drinking-water (JMP) (%),2017,100
Japan,GDP per capita (current US$/inhab),1972,2945.360425
Japan,"Agriculture, value added (% GDP) (%)",1972,4.945687
Japan,GDP per capita (current US$/inhab),1977,6281.934123
Japan,"Agriculture, value added (% GDP) (%)",1977,4.583075
Japan,GDP per capita (current US$/inhab),1982,9484.698702
Japan,"Agriculture, value added (% GDP) (%)",1982,3.099521
Japan,Agricultural water withdrawal as % of total water withdrawal (%),1982,65.48719759
Japan,GDP per capita (current US$/inhab),1987,20578.01934
Japan,"Agriculture, value added (% GDP) (%)",1987,2.573953
Japan,Agricultural water withdrawal as % of total water withdrawal (%),1987,64.82088785
Jordan,GDP per capita (current US$/inhab),1992,1354.417839
Jordan,"Agriculture, value added (% GDP) (%)",1992,9.497348
Jordan,Human Development Index (HDI) [highest = 1] (-),1992,0.648
Jordan,Agricultural water withdrawal as % of total water withdrawal (%),1992,74.89837398
Jordan,Total population with access to safe drinking-water (JMP) (%),1992,96.5
Jordan,Urban population with access to safe drinking-water (JMP) (%),1992,98.4
Jordan,GDP per capita (current US$/inhab),1997,1515.147741
Jordan,"Agriculture, value added (% GDP) (%)",1997,4.014675
Jordan,Human Development Index (HDI) [highest = 1] (-),1997,0.689
Jordan,Agricultural water withdrawal as % of total water withdrawal (%),1997,69.85931505
Jordan,Total population with access to safe drinking-water (JMP) (%),1997,96.7
Jordan,Urban population with access to safe drinking-water (JMP) (%),1997,98.3
Jordan,GDP per capita (current US$/inhab),2002,1831.211668
Jordan,"Agriculture, value added (% GDP) (%)",2002,3.047944
Jordan,Human Development Index (HDI) [highest = 1] (-),2002,0.706
Jordan,Agricultural water withdrawal as % of total water withdrawal (%),2002,64.38356164
Jordan,Total population with access to safe drinking-water (JMP) (%),2002,96.8
Jordan,Urban population with access to safe drinking-water (JMP) (%),2002,98.2
Jordan,GDP per capita (current US$/inhab),2007,2791.649653
Jordan,"Agriculture, value added (% GDP) (%)",2007,3.519761
Jordan,Human Development Index (HDI) [highest = 1] (-),2007,0.735
Jordan,Agricultural water withdrawal as % of total water withdrawal (%),2007,63.19742489
Jordan,Total population with access to safe drinking-water (JMP) (%),2007,96.9
Jordan,Urban population with access to safe drinking-water (JMP) (%),2007,98
Jordan,GDP per capita (current US$/inhab),2012,3870.49539
Jordan,"Agriculture, value added (% GDP) (%)",2012,3.866536
Jordan,Human Development Index (HDI) [highest = 1] (-),2012,0.726
Jordan,Agricultural water withdrawal as % of total water withdrawal (%),2012,54.41696113
Jordan,Total population with access to safe drinking-water (JMP) (%),2012,96.9
Jordan,Urban population with access to safe drinking-water (JMP) (%),2012,97.9
Jordan,GDP per capita (current US$/inhab),2017,4195.802289
Jordan,"Agriculture, value added (% GDP) (%)",2017,5.542581
Jordan,Human Development Index (HDI) [highest = 1] (-),2017,0.722
Jordan,Agricultural water withdrawal as % of total water withdrawal (%),2017,53.12709511
Jordan,Total population with access to safe drinking-water (JMP) (%),2017,96.9
Jordan,Urban population with access to safe drinking-water (JMP) (%),2017,97.8
Jordan,"Agriculture, value added (% GDP) (%)",1967,16.93
Jordan,GDP per capita (current US$/inhab),1972,378.508023
Jordan,"Agriculture, value added (% GDP) (%)",1972,12.477408
Jordan,GDP per capita (current US$/inhab),1977,899.615866
Jordan,"Agriculture, value added (% GDP) (%)",1977,7.716917
Jordan,Agricultural water withdrawal as % of total water withdrawal (%),1977,67.39579034
Jordan,GDP per capita (current US$/inhab),1982,1797.188281
Jordan,"Agriculture, value added (% GDP) (%)",1982,6.017516
Jordan,Agricultural water withdrawal as % of total water withdrawal (%),1982,72.21245164
Jordan,GDP per capita (current US$/inhab),1987,2107.980315
Jordan,"Agriculture, value added (% GDP) (%)",1987,8.492366
Jordan,Agricultural water withdrawal as % of total water withdrawal (%),1987,74.70312068
Kazakhstan,GDP per capita (current US$/inhab),1992,1605.112644
Kazakhstan,"Agriculture, value added (% GDP) (%)",1992,23.098365
Kazakhstan,Human Development Index (HDI) [highest = 1] (-),1992,0.681
Kazakhstan,Total population with access to safe drinking-water (JMP) (%),1992,94.1
Kazakhstan,Urban population with access to safe drinking-water (JMP) (%),1992,97.3
Kazakhstan,GDP per capita (current US$/inhab),1997,1422.557108
Kazakhstan,"Agriculture, value added (% GDP) (%)",1997,11.406779
Kazakhstan,Human Development Index (HDI) [highest = 1] (-),1997,0.669
Kazakhstan,Agricultural water withdrawal as % of total water withdrawal (%),1997,77.07475335
Kazakhstan,Total population with access to safe drinking-water (JMP) (%),1997,93.9
Kazakhstan,Urban population with access to safe drinking-water (JMP) (%),1997,97.7
Kazakhstan,GDP per capita (current US$/inhab),2002,1630.952973
Kazakhstan,"Agriculture, value added (% GDP) (%)",2002,7.995891
Kazakhstan,Human Development Index (HDI) [highest = 1] (-),2002,0.713
Kazakhstan,Agricultural water withdrawal as % of total water withdrawal (%),2002,68.13078236
Kazakhstan,Total population with access to safe drinking-water (JMP) (%),2002,93.7
Kazakhstan,Urban population with access to safe drinking-water (JMP) (%),2002,98.2
Kazakhstan,GDP per capita (current US$/inhab),2007,6618.74665
Kazakhstan,"Agriculture, value added (% GDP) (%)",2007,5.660292
Kazakhstan,Human Development Index (HDI) [highest = 1] (-),2007,0.758
Kazakhstan,Agricultural water withdrawal as % of total water withdrawal (%),2007,63.39602788
Kazakhstan,Total population with access to safe drinking-water (JMP) (%),2007,93.4
Kazakhstan,Urban population with access to safe drinking-water (JMP) (%),2007,98.7
Kazakhstan,GDP per capita (current US$/inhab),2012,12292.20309
Kazakhstan,"Agriculture, value added (% GDP) (%)",2012,4.28833
Kazakhstan,Human Development Index (HDI) [highest = 1] (-),2012,0.782
Kazakhstan,Agricultural water withdrawal as % of total water withdrawal (%),2012,58.38085445
Kazakhstan,Total population with access to safe drinking-water (JMP) (%),2012,93.1
Kazakhstan,Urban population with access to safe drinking-water (JMP) (%),2012,99.2
Kazakhstan,GDP per capita (current US$/inhab),2017,9162.888194
Kazakhstan,"Agriculture, value added (% GDP) (%)",2017,4.516985
Kazakhstan,Human Development Index (HDI) [highest = 1] (-),2017,0.813
Kazakhstan,Agricultural water withdrawal as % of total water withdrawal (%),2017,61.83796164
Kazakhstan,Total population with access to safe drinking-water (JMP) (%),2017,92.9
Kazakhstan,Urban population with access to safe drinking-water (JMP) (%),2017,99.4
Kenya,GDP per capita (current US$/inhab),1992,472.70814
Kenya,"Agriculture, value added (% GDP) (%)",1992,22.253336
Kenya,Human Development Index (HDI) [highest = 1] (-),1992,0.461
Kenya,Agricultural water withdrawal as % of total water withdrawal (%),1992,74.55983347
Kenya,Total population with access to safe drinking-water (JMP) (%),1992,44.6
Kenya,Urban population with access to safe drinking-water (JMP) (%),1992,90.8
Kenya,GDP per capita (current US$/inhab),1997,516.627921
Kenya,"Agriculture, value added (% GDP) (%)",1997,24.378375
Kenya,Human Development Index (HDI) [highest = 1] (-),1997,0.449
Kenya,Agricultural water withdrawal as % of total water withdrawal (%),1997,68.95395377
Kenya,Total population with access to safe drinking-water (JMP) (%),1997,49.1
Kenya,Urban population with access to safe drinking-water (JMP) (%),1997,88.7
Kenya,GDP per capita (current US$/inhab),2002,454.39481
Kenya,"Agriculture, value added (% GDP) (%)",2002,22.281041
Kenya,Human Development Index (HDI) [highest = 1] (-),2002,0.45
Kenya,Agricultural water withdrawal as % of total water withdrawal (%),2002,72.742838
Kenya,Total population with access to safe drinking-water (JMP) (%),2002,53.5
Kenya,Urban population with access to safe drinking-water (JMP) (%),2002,86.6
Kenya,GDP per capita (current US$/inhab),2007,839.137441
Kenya,"Agriculture, value added (% GDP) (%)",2007,20.586653
Kenya,Human Development Index (HDI) [highest = 1] (-),2007,0.507
Kenya,Agricultural water withdrawal as % of total water withdrawal (%),2007,64.93545785
Kenya,Total population with access to safe drinking-water (JMP) (%),2007,57.7
Kenya,Urban population with access to safe drinking-water (JMP) (%),2007,84.6
Kenya,GDP per capita (current US$/inhab),2012,1154.961092
Kenya,"Agriculture, value added (% GDP) (%)",2012,26.139893
Kenya,Human Development Index (HDI) [highest = 1] (-),2012,0.545
Kenya,Agricultural water withdrawal as % of total water withdrawal (%),2012,59.26041019
Kenya,Total population with access to safe drinking-water (JMP) (%),2012,61.6
Kenya,Urban population with access to safe drinking-water (JMP) (%),2012,82.5
Kenya,GDP per capita (current US$/inhab),2017,1584.659911
Kenya,"Agriculture, value added (% GDP) (%)",2017,34.828737
Kenya,Human Development Index (HDI) [highest = 1] (-),2017,0.574
Kenya,Agricultural water withdrawal as % of total water withdrawal (%),2017,80.20833333
Kenya,Total population with access to safe drinking-water (JMP) (%),2017,63.2
Kenya,Urban population with access to safe drinking-water (JMP) (%),2017,81.6
Kenya,"Agriculture, value added (% GDP) (%)",1967,36.51
Kenya,GDP per capita (current US$/inhab),1972,258.990112
Kenya,"Agriculture, value added (% GDP) (%)",1972,31.12237
Kenya,GDP per capita (current US$/inhab),1977,457.706528
Kenya,"Agriculture, value added (% GDP) (%)",1977,35.936103
Kenya,GDP per capita (current US$/inhab),1982,544.053612
Kenya,"Agriculture, value added (% GDP) (%)",1982,28.018694
Kenya,GDP per capita (current US$/inhab),1987,560.207515
Kenya,"Agriculture, value added (% GDP) (%)",1987,26.299336
Kiribati,GDP per capita (current US$/inhab),1992,643.12375
Kiribati,"Agriculture, value added (% GDP) (%)",1992,26.860352
Kiribati,Total population with access to safe drinking-water (JMP) (%),1992,51
Kiribati,Urban population with access to safe drinking-water (JMP) (%),1992,75.7
Kiribati,GDP per capita (current US$/inhab),1997,838.418338
Kiribati,"Agriculture, value added (% GDP) (%)",1997,20.999956
Kiribati,Total population with access to safe drinking-water (JMP) (%),1997,55.4
Kiribati,Urban population with access to safe drinking-water (JMP) (%),1997,78.6
Kiribati,GDP per capita (current US$/inhab),2002,844.124307
Kiribati,"Agriculture, value added (% GDP) (%)",2002,21.816466
Kiribati,Human Development Index (HDI) [highest = 1] (-),2002,0.58
Kiribati,Total population with access to safe drinking-water (JMP) (%),2002,60.3
Kiribati,Urban population with access to safe drinking-water (JMP) (%),2002,81.5
Kiribati,GDP per capita (current US$/inhab),2007,1377.562099
Kiribati,"Agriculture, value added (% GDP) (%)",2007,23.165235
Kiribati,Human Development Index (HDI) [highest = 1] (-),2007,0.583
Kiribati,Total population with access to safe drinking-water (JMP) (%),2007,63.5
Kiribati,Urban population with access to safe drinking-water (JMP) (%),2007,84.4
Kiribati,GDP per capita (current US$/inhab),2012,1783.298528
Kiribati,"Agriculture, value added (% GDP) (%)",2012,24.351036
Kiribati,Human Development Index (HDI) [highest = 1] (-),2012,0.596
Kiribati,Total population with access to safe drinking-water (JMP) (%),2012,66.7
Kiribati,Urban population with access to safe drinking-water (JMP) (%),2012,87.4
Kiribati,GDP per capita (current US$/inhab),2017,1594.344097
Kiribati,"Agriculture, value added (% GDP) (%)",2017,24.09815
Kiribati,Human Development Index (HDI) [highest = 1] (-),2017,0.623
Kiribati,Total population with access to safe drinking-water (JMP) (%),2017,66.9
Kiribati,Urban population with access to safe drinking-water (JMP) (%),2017,87.3
Kiribati,GDP per capita (current US$/inhab),1972,514.34382
Kiribati,"Agriculture, value added (% GDP) (%)",1972,12.990133
Kiribati,GDP per capita (current US$/inhab),1977,960.066616
Kiribati,"Agriculture, value added (% GDP) (%)",1977,15.497325
Kiribati,GDP per capita (current US$/inhab),1982,638.883647
Kiribati,"Agriculture, value added (% GDP) (%)",1982,36.801934
Kiribati,GDP per capita (current US$/inhab),1987,500.696137
Kiribati,"Agriculture, value added (% GDP) (%)",1987,31.929424
Kuwait,GDP per capita (current US$/inhab),1992,10365.22407
Kuwait,"Agriculture, value added (% GDP) (%)",1992,0.257467
Kuwait,Human Development Index (HDI) [highest = 1] (-),1992,0.666
Kuwait,Total population with access to safe drinking-water (JMP) (%),1992,99
Kuwait,Urban population with access to safe drinking-water (JMP) (%),1992,99
Kuwait,GDP per capita (current US$/inhab),1997,17694.25083
Kuwait,"Agriculture, value added (% GDP) (%)",1997,0.391007
Kuwait,Human Development Index (HDI) [highest = 1] (-),1997,0.775
Kuwait,Agricultural water withdrawal as % of total water withdrawal (%),1997,55.17746244
Kuwait,Total population with access to safe drinking-water (JMP) (%),1997,99
Kuwait,Urban population with access to safe drinking-water (JMP) (%),1997,99
Kuwait,GDP per capita (current US$/inhab),2002,17788.5856
Kuwait,"Agriculture, value added (% GDP) (%)",2002,0.517688
Kuwait,Human Development Index (HDI) [highest = 1] (-),2002,0.788
Kuwait,Agricultural water withdrawal as % of total water withdrawal (%),2002,53.86552781
Kuwait,Total population with access to safe drinking-water (JMP) (%),2002,99
Kuwait,Urban population with access to safe drinking-water (JMP) (%),2002,99
Kuwait,GDP per capita (current US$/inhab),2007,45791.72711
Kuwait,"Agriculture, value added (% GDP) (%)",2007,0.214849
Kuwait,Human Development Index (HDI) [highest = 1] (-),2007,0.789
Kuwait,Agricultural water withdrawal as % of total water withdrawal (%),2007,54.60011848
Kuwait,Total population with access to safe drinking-water (JMP) (%),2007,99
Kuwait,Urban population with access to safe drinking-water (JMP) (%),2007,99
Kuwait,GDP per capita (current US$/inhab),2012,51257.3492
Kuwait,"Agriculture, value added (% GDP) (%)",2012,0.359181
Kuwait,Human Development Index (HDI) [highest = 1] (-),2012,0.8
Kuwait,Agricultural water withdrawal as % of total water withdrawal (%),2012,57.66752978
Kuwait,Total population with access to safe drinking-water (JMP) (%),2012,99
Kuwait,Urban population with access to safe drinking-water (JMP) (%),2012,99
Kuwait,GDP per capita (current US$/inhab),2017,28897.24196
Kuwait,"Agriculture, value added (% GDP) (%)",2017,0.510137
Kuwait,Human Development Index (HDI) [highest = 1] (-),2017,0.809
Kuwait,Agricultural water withdrawal as % of total water withdrawal (%),2017,62.272
Kuwait,Total population with access to safe drinking-water (JMP) (%),2017,99
Kuwait,Urban population with access to safe drinking-water (JMP) (%),2017,99
Kuwait,GDP per capita (current US$/inhab),1972,5204.165524
Kuwait,"Agriculture, value added (% GDP) (%)",1972,0.205058
Kuwait,GDP per capita (current US$/inhab),1977,12220.78295
Kuwait,"Agriculture, value added (% GDP) (%)",1977,0.197433
Kuwait,GDP per capita (current US$/inhab),1982,14280.98908
Kuwait,"Agriculture, value added (% GDP) (%)",1982,0.370132
Kuwait,GDP per capita (current US$/inhab),1987,11512.96273
Kuwait,"Agriculture, value added (% GDP) (%)",1987,0.481309
Kyrgyzstan,GDP per capita (current US$/inhab),1992,491.061899
Kyrgyzstan,"Agriculture, value added (% GDP) (%)",1992,37.533663
Kyrgyzstan,Human Development Index (HDI) [highest = 1] (-),1992,0.601
Kyrgyzstan,Total population with access to safe drinking-water (JMP) (%),1992,74.5
Kyrgyzstan,Urban population with access to safe drinking-water (JMP) (%),1992,95.9
Kyrgyzstan,GDP per capita (current US$/inhab),1997,375.582605
Kyrgyzstan,"Agriculture, value added (% GDP) (%)",1997,41.178272
Kyrgyzstan,Human Development Index (HDI) [highest = 1] (-),1997,0.576
Kyrgyzstan,Agricultural water withdrawal as % of total water withdrawal (%),1997,93.95015368
Kyrgyzstan,Total population with access to safe drinking-water (JMP) (%),1997,76.3
Kyrgyzstan,Urban population with access to safe drinking-water (JMP) (%),1997,96
Kyrgyzstan,GDP per capita (current US$/inhab),2002,321.73864
Kyrgyzstan,"Agriculture, value added (% GDP) (%)",2002,34.397067
Kyrgyzstan,Human Development Index (HDI) [highest = 1] (-),2002,0.604
Kyrgyzstan,Agricultural water withdrawal as % of total water withdrawal (%),2002,93.53853801
Kyrgyzstan,Total population with access to safe drinking-water (JMP) (%),2002,80
Kyrgyzstan,Urban population with access to safe drinking-water (JMP) (%),2002,96.2
Kyrgyzstan,GDP per capita (current US$/inhab),2007,732.712087
Kyrgyzstan,"Agriculture, value added (% GDP) (%)",2007,26.87413
Kyrgyzstan,Human Development Index (HDI) [highest = 1] (-),2007,0.628
Kyrgyzstan,Agricultural water withdrawal as % of total water withdrawal (%),2007,92.94497077
Kyrgyzstan,Total population with access to safe drinking-water (JMP) (%),2007,83.8
Kyrgyzstan,Urban population with access to safe drinking-water (JMP) (%),2007,96.4
Kyrgyzstan,GDP per capita (current US$/inhab),2012,1180.730955
Kyrgyzstan,"Agriculture, value added (% GDP) (%)",2012,16.654212
Kyrgyzstan,Human Development Index (HDI) [highest = 1] (-),2012,0.649
Kyrgyzstan,Agricultural water withdrawal as % of total water withdrawal (%),2012,92.68929504
Kyrgyzstan,Total population with access to safe drinking-water (JMP) (%),2012,87.6
Kyrgyzstan,Urban population with access to safe drinking-water (JMP) (%),2012,96.6
Kyrgyzstan,GDP per capita (current US$/inhab),2017,1274.241408
Kyrgyzstan,"Agriculture, value added (% GDP) (%)",2017,12.514579
Kyrgyzstan,Human Development Index (HDI) [highest = 1] (-),2017,0.671
Kyrgyzstan,Agricultural water withdrawal as % of total water withdrawal (%),2017,92.68929504
Kyrgyzstan,Total population with access to safe drinking-water (JMP) (%),2017,90
Kyrgyzstan,Urban population with access to safe drinking-water (JMP) (%),2017,96.7
Lao People's Democratic Republic,GDP per capita (current US$/inhab),1992,272.92136
Lao People's Democratic Republic,"Agriculture, value added (% GDP) (%)",1992,42.885406
Lao People's Democratic Republic,Human Development Index (HDI) [highest = 1] (-),1992,0.41
Lao People's Democratic Republic,GDP per capita (current US$/inhab),1997,359.908296
Lao People's Democratic Republic,"Agriculture, value added (% GDP) (%)",1997,49.776467
Lao People's Democratic Republic,Human Development Index (HDI) [highest = 1] (-),1997,0.447
Lao People's Democratic Republic,Total population with access to safe drinking-water (JMP) (%),1997,40.5
Lao People's Democratic Republic,Urban population with access to safe drinking-water (JMP) (%),1997,70.3
Lao People's Democratic Republic,GDP per capita (current US$/inhab),2002,346.875223
Lao People's Democratic Republic,"Agriculture, value added (% GDP) (%)",2002,30.784993
Lao People's Democratic Republic,Human Development Index (HDI) [highest = 1] (-),2002,0.48
Lao People's Democratic Republic,Total population with access to safe drinking-water (JMP) (%),2002,50.1
Lao People's Democratic Republic,Urban population with access to safe drinking-water (JMP) (%),2002,74.1
Lao People's Democratic Republic,GDP per capita (current US$/inhab),2007,768.096132
Lao People's Democratic Republic,"Agriculture, value added (% GDP) (%)",2007,23.829803
Lao People's Democratic Republic,Human Development Index (HDI) [highest = 1] (-),2007,0.521
Lao People's Democratic Republic,Agricultural water withdrawal as % of total water withdrawal (%),2007,93.18026824
Lao People's Democratic Republic,Total population with access to safe drinking-water (JMP) (%),2007,61.2
Lao People's Democratic Republic,Urban population with access to safe drinking-water (JMP) (%),2007,78.9
Lao People's Democratic Republic,GDP per capita (current US$/inhab),2012,1588.633919
Lao People's Democratic Republic,"Agriculture, value added (% GDP) (%)",2012,18.548485
Lao People's Democratic Republic,Human Development Index (HDI) [highest = 1] (-),2012,0.569
Lao People's Democratic Republic,Agricultural water withdrawal as % of total water withdrawal (%),2012,95.49819928
Lao People's Democratic Republic,Total population with access to safe drinking-water (JMP) (%),2012,71.5
Lao People's Democratic Republic,Urban population with access to safe drinking-water (JMP) (%),2012,83.7
Lao People's Democratic Republic,GDP per capita (current US$/inhab),2017,2457.379901
Lao People's Democratic Republic,"Agriculture, value added (% GDP) (%)",2017,16.199682
Lao People's Democratic Republic,Human Development Index (HDI) [highest = 1] (-),2017,0.602
Lao People's Democratic Republic,Agricultural water withdrawal as % of total water withdrawal (%),2017,95.90163934
Lao People's Democratic Republic,Total population with access to safe drinking-water (JMP) (%),2017,75.7
Lao People's Democratic Republic,Urban population with access to safe drinking-water (JMP) (%),2017,85.6
Lao People's Democratic Republic,GDP per capita (current US$/inhab),1972,49.914564
Lao People's Democratic Republic,"Agriculture, value added (% GDP) (%)",1972,41.335386
Lao People's Democratic Republic,GDP per capita (current US$/inhab),1977,77.20874
Lao People's Democratic Republic,"Agriculture, value added (% GDP) (%)",1977,41.317664
Lao People's Democratic Republic,GDP per capita (current US$/inhab),1982,140.601859
Lao People's Democratic Republic,"Agriculture, value added (% GDP) (%)",1982,41.33754
Lao People's Democratic Republic,GDP per capita (current US$/inhab),1987,173.283907
Lao People's Democratic Republic,"Agriculture, value added (% GDP) (%)",1987,41.993465
Latvia,GDP per capita (current US$/inhab),1992,2267.509005
Latvia,"Agriculture, value added (% GDP) (%)",1992,15.83519
Latvia,Human Development Index (HDI) [highest = 1] (-),1992,0.671
Latvia,Total population with access to safe drinking-water (JMP) (%),1992,98.3
